property_type,society,sector,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,independent,sector 105,9.9,2000.0,49500.0,Built Up area: 2000 (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,2,2,3.0,North,Undefined,,2000.0,1800.0,0,0,0,0,0,2,0,1000.0
flat,sahara grace,sector 28,5.5,3764.0,14612.0,Super Built up area 3764(349.69 sq.m.),4,5,3+,5.0,East,Moderately Old,3764.0,,,0,1,0,0,1,1,8,941.0
flat,gls arawali homes,sohna road,0.28,650.0,4308.0,Super Built up area 650(60.39 sq.m.),2,2,2,12.0,,New Property,650.0,,,0,0,0,0,0,2,0,325.0
flat,experion windchants,sector 112,6.5,6240.0,10417.0,Built Up area: 4800 (445.93 sq.m.),4,5,3,11.0,South,Relatively New,,4800.0,,0,0,0,0,0,2,55,1560.0
flat,pareena coban residences,sector 99a,1.38,1930.0,7150.0,Super Built up area 2352(218.51 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 1930 sq.ft. (179.3 sq.m.),4,5,3+,1.0,South-East,Relatively New,2352.0,2150.0,1930.0,0,1,0,0,1,2,49,482.5
house,independent,sector 24,3.25,1070.0,30374.0,Plot area 1069.63(99.37 sq.m.),4,4,3,3.0,not available,Old Property,,1069.63,,0,0,0,0,0,2,15,267.5
flat,paras dews,sector 106,1.15,1550.0,7419.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,11.0,North-East,Relatively New,1760.0,1650.0,1550.0,0,1,0,1,0,1,174,516.6666666666666
flat,vipul world floors,sector 48,4.3,3100.0,13871.0,Carpet area: 3100 (288 sq.m.),4,5,3+,4.0,East,New Property,,,3100.0,1,1,0,1,0,2,88,775.0
flat,smart world orchard,sector 61,1.47,1150.0,12783.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,North-East,New Property,,,1150.0,1,0,0,1,0,2,53,575.0
flat,avl 36 gurgaon,sector 36a,0.5,600.0,8333.0,Built Up area: 600 (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),1,1,1,5.0,,Undefined,,600.0,500.0,0,0,0,0,0,2,0,600.0
flat,dlf the primus,sector 82a,2.7,2576.0,10481.0,Super Built up area 2576(239.32 sq.m.)Carpet area: 1306 sq.ft. (121.33 sq.m.),4,4,3+,18.0,East,Moderately Old,2576.0,,1306.0,0,1,0,0,0,2,38,644.0
flat,sidhartha ncr one,sector 95,0.56,1364.0,4106.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,2,10.0,,Undefined,,1364.0,1200.0,0,0,0,0,0,2,0,682.0
flat,emaar gurgaon greens,sector 102,1.4,1650.0,8485.0,Super Built up area 1650(153.29 sq.m.),3,3,3,4.0,North,Relatively New,1650.0,,,0,1,0,0,0,1,83,550.0
flat,smart world orchard,sector 61,1.7,1120.0,15179.0,Carpet area: 1120 (104.05 sq.m.),2,2,2,4.0,East,Under Construction,,,1120.0,1,0,0,0,0,2,127,560.0
flat,orchid petals,sector 49,2.51,2061.0,12179.0,Super Built up area 2061(191.47 sq.m.),3,3,3+,7.0,East,Old Property,2061.0,,,1,0,0,0,0,1,72,687.0
flat,eldeco accolade,sohna road,1.14,1746.0,6529.0,Super Built up area 1751(162.67 sq.m.)Carpet area: 1062 sq.ft. (98.66 sq.m.),3,3,3+,4.0,East,Relatively New,1751.0,,1062.0,0,0,0,0,0,2,157,582.0
flat,emaar digihomes,sector 62,2.45,1531.0,16003.0,Built Up area: 1200 (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,7.0,North-East,New Property,,1200.0,1000.0,1,0,0,0,0,0,174,765.5
flat,vatika the seven lamps,sector 82,0.94,1431.0,6569.0,Super Built up area 1435(133.32 sq.m.),2,2,2,12.0,East,Relatively New,1435.0,,,1,0,0,0,0,1,103,715.5
flat,cancon enclave,sector 4,1.05,1350.0,7778.0,Carpet area: 1350 (125.42 sq.m.),3,2,2,2.0,,New Property,,,1350.0,0,0,0,0,0,1,0,450.0
flat,signature global city 37d ph 2,sector 37d,1.36,1537.0,8848.0,Built Up area: 1535 (142.61 sq.m.),3,3,3,1.0,North-East,Undefined,,1535.0,,0,0,0,1,1,2,37,512.3333333333334
flat,puri emerald bay,sector 104,2.3,2450.0,9388.0,Super Built up area 2450(227.61 sq.m.),3,4,3+,10.0,North-East,Moderately Old,2450.0,,,0,1,0,0,0,2,101,816.6666666666666
flat,dlf regal gardens,sector 90,1.29,1816.0,7104.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1817 sq.ft. (168.8 sq.m.)Carpet area: 1816 sq.ft. (168.71 sq.m.),3,3,3+,12.0,South-East,Relatively New,1818.0,1817.0,1816.0,0,1,0,0,0,2,152,605.3333333333334
flat,adani m2k oyster grande,sector 102,1.95,2579.0,7561.0,Super Built up area 2579(239.6 sq.m.),3,4,3,9.0,South,Relatively New,2579.0,,,1,1,0,0,0,1,83,859.6666666666666
flat,zara aavaas,sector 104,0.22,301.0,7309.0,Carpet area: 301.28 (27.99 sq.m.),1,2,2,2.0,,New Property,,,301.28156099999995,0,0,0,0,0,2,60,301.0
flat,hcbs sports ville,sohna road,0.29,519.0,5588.0,Carpet area: 519 (48.22 sq.m.),2,2,1,4.0,,Relatively New,,,519.0,0,0,0,0,0,2,44,259.5
flat,pioneer urban presidia,sector 62,6.5,4337.0,14987.0,Super Built up area 4337(402.92 sq.m.),4,4,3+,3.0,West,Moderately Old,4337.0,,,1,0,0,0,0,2,86,1084.25
flat,housing apna enclave,sector 4,0.39,950.0,4105.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,1,-1.0,North-East,Undefined,,950.0,750.0,0,0,0,0,0,2,0,475.0
flat,bptp amstoria,sector 102,1.9,2250.0,8444.0,Super Built up area 2727(253.35 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,3,3+,1.0,North-East,Relatively New,2727.0,2500.0,2250.0,0,1,0,0,0,2,174,750.0
house,independent,sector 38,8.0,3123.0,25616.0,Built Up area: 347 (32.24 sq.m.)Carpet area: 215 sq.ft. (19.97 sq.m.),10,10,3+,1.0,North,Undefined,,347.0,215.0,0,0,0,0,0,2,0,312.3
flat,emaar mgf emerald floors premier,sector 65,2.5,1650.0,15152.0,Super Built up area 1650(153.29 sq.m.),3,3,3,3.0,South-West,Relatively New,1650.0,,,1,1,0,0,0,2,15,550.0
house,independent,sector 26,4.5,1350.0,33333.0,Plot area 150(125.42 sq.m.),5,5,3+,2.0,not available,Old Property,,1350.0,,0,0,0,0,0,2,7,270.0
house,independent,sector 4,0.4,450.0,8889.0,Plot area 50(41.81 sq.m.),1,1,,1.0,not available,Moderately Old,,450.0,,0,0,0,0,0,2,0,450.0
flat,tulip violet,sector 69,3.25,3216.0,10106.0,Super Built up area 3216(298.78 sq.m.),4,5,3+,14.0,,Relatively New,3216.0,,,0,0,0,1,1,2,20,804.0
house,independent,sector 1,1.85,1156.0,16003.0,Carpet area: 1156 (107.4 sq.m.),4,3,2,3.0,not available,Undefined,,,1156.0,0,0,0,0,0,2,0,289.0
flat,la vida by tata housing,sector 113,1.35,965.0,13990.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1090 sq.ft. (101.26 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),2,2,3,10.0,North-East,New Property,1276.0,1090.0,965.0,0,0,0,0,0,2,174,482.5
house,unitech espace,sector 50,10.3,3240.0,31790.0,Plot area 360(301.01 sq.m.),5,6,3+,3.0,East,Moderately Old,,3240.0,,1,1,1,1,0,1,160,648.0
flat,shyamkunj ashok vihar pahse 2,sector 3 phase 2,0.3,675.0,4444.0,Carpet area: 675 (62.71 sq.m.),2,2,1,1.0,East,Relatively New,,,675.0,0,0,0,0,0,2,21,337.5
flat,chd avenue,sector 71,1.15,1762.0,6527.0,Super Built up area 1762(163.7 sq.m.)Carpet area: 1339 sq.ft. (124.4 sq.m.),3,3,2,15.0,East,Moderately Old,1762.0,,1339.0,0,1,0,0,0,1,66,587.3333333333334
flat,smart world gems,sector 89,0.95,1105.0,8597.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,4.0,,New Property,,,1103.0,1,1,0,0,0,2,38,552.5
flat,paras dews,sector 106,2.1,2355.0,8917.0,Super Built up area 2355(218.79 sq.m.),4,6,3+,6.0,South-East,Relatively New,2355.0,,,0,1,0,0,1,2,60,588.75
house,uppal southend,sector 49,6.75,2088.0,32328.0,Built Up area: 232 (193.98 sq.m.),4,4,3,3.0,West,Relatively New,,232.0,,0,1,0,0,0,1,26,522.0
flat,sare crescent parc royal greens phase 1,sector 92,0.79,1298.0,6086.0,Super Built up area 1298(120.59 sq.m.),3,2,2,15.0,,New Property,1298.0,,,0,0,0,0,0,2,25,432.6666666666667
flat,adarsh nagar,sector 12,0.65,1050.0,6190.0,Carpet area: 1050 (97.55 sq.m.),3,3,1,1.0,North-West,New Property,,,1050.0,0,0,0,0,0,1,42,350.0
flat,spaze privvy the address,sector 93,1.45,1805.0,8033.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,4,2,12.0,North-East,Relatively New,1805.0,1350.0,1100.0,0,0,0,0,0,1,96,601.6666666666666
flat,godrej oasis,sector 88a,1.19,1171.0,10162.0,Super Built up area 1628(151.25 sq.m.)Carpet area: 1171 sq.ft. (108.79 sq.m.),2,2,3,15.0,South-East,Relatively New,1628.0,,1171.0,1,0,0,1,0,1,174,585.5
flat,dlf new town heights,sector 90,1.99,2727.0,7297.0,Carpet area: 2727 (253.35 sq.m.),4,4,3+,9.0,East,Relatively New,,,2727.0,0,1,0,1,0,1,102,681.75
flat,signature global city 81,sector 81,0.89,1075.0,8279.0,Carpet area: 1075 (99.87 sq.m.),2,2,2,3.0,North,Undefined,,,1075.0,0,0,0,0,1,2,20,537.5
house,independent,sector 12,1.5,1350.0,11111.0,Plot area 150(125.42 sq.m.),5,5,2,3.0,not available,Old Property,,1350.0,,0,0,0,0,0,2,16,270.0
flat,ss the leaf,sector 85,1.18,1169.0,10094.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1420 sq.ft. (131.92 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),2,3,3,12.0,North,Relatively New,1671.0,1420.0,1169.0,0,0,0,1,0,1,150,584.5
house,independent,sector 4,1.9,2250.0,8444.0,Plot area 250(209.03 sq.m.)Carpet area: 190 sq.yards (158.86 sq.m.),4,3,2,2.0,North-East,Moderately Old,,,190.0,0,0,1,1,0,1,46,562.5
flat,orris aster court,sector 85,0.93,1640.0,5671.0,Built Up area: 1587 (147.44 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,8.0,,Relatively New,,1587.0,1250.0,0,0,0,0,0,2,0,546.6666666666666
flat,dlf the crest,sector 54,11.0,3123.0,35223.0,Super Built up area 3123(290.14 sq.m.),4,6,3,7.0,,Relatively New,3123.0,,,0,1,0,0,0,0,125,780.75
flat,elan mercado,sector 80,0.85,685.0,12409.0,Carpet area: 685 (63.64 sq.m.),1,1,1,15.0,,Relatively New,,,685.0,0,0,0,0,0,2,60,685.0
flat,paras dews,sector 106,1.4,1403.0,9979.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,6,3+,10.0,North-West,Relatively New,2355.0,1535.0,1403.0,0,1,0,0,0,2,174,350.75
flat,experion the heartsong,sector 108,1.55,2003.0,7738.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3+,7.0,North-East,Relatively New,2003.0,1750.0,1550.0,0,1,0,1,0,1,174,667.6666666666666
house,vipul tatvam villa,sector 48,5.5,2592.0,21219.0,Plot area 288(240.8 sq.m.),3,6,2,2.0,North,Moderately Old,,2592.0,,0,1,0,0,1,1,106,864.0
flat,m3m merlin,sector 67,2.78,2047.0,13581.0,Super Built up area 2047(190.17 sq.m.),3,3,3+,4.0,South-West,Relatively New,2047.0,,,0,0,0,1,0,1,157,682.3333333333334
house,independent,sector 6,1.25,1080.0,11574.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),2,5,1,2.0,South,New Property,,120.0,,0,0,0,1,0,2,0,540.0
house,housing board colony,sector 28,2.1,900.0,23333.0,Plot area 100(83.61 sq.m.),2,8,3+,4.0,South-East,Moderately Old,,900.0,,0,0,0,0,1,1,38,450.0
flat,godrej summit,sector 104,0.85,1233.0,6894.0,Carpet area: 1450 (134.71 sq.m.),2,2,3,12.0,,Relatively New,,,1450.0,1,0,0,0,1,2,61,616.5
flat,vatika the seven lamps,sector 82,1.0,1688.0,5924.0,Super Built up area 1435(133.32 sq.m.),2,2,2,11.0,South,Relatively New,1435.0,,,1,0,0,0,0,1,90,844.0
flat,dlf new town heights,sector 90,1.25,1447.0,8639.0,Carpet area: 1447 (134.43 sq.m.),3,4,3+,0.0,North-West,Old Property,,,1447.0,0,1,0,0,0,0,31,482.3333333333333
flat,sare homes,sector 92,0.8,1523.0,5253.0,Carpet area: 1523 (141.49 sq.m.),3,3,3,7.0,North-West,Relatively New,,,1523.0,1,0,0,0,0,1,80,507.6666666666667
flat,bestech park view grand spa,sector 81,4.5,4200.0,10714.0,Super Built up area 4200(390.19 sq.m.),4,6,3+,17.0,,Relatively New,4200.0,,,0,1,0,0,0,1,44,1050.0
flat,signature global orchard avenue,sector 93,0.4,730.0,5479.0,Built Up area: 730 (67.82 sq.m.),2,2,0,0.0,,Undefined,,730.0,,0,0,0,0,0,2,0,365.0
house,independent,sector 23,2.9,2500.0,11600.0,Plot area 2500(232.26 sq.m.),4,4,3,2.0,not available,Relatively New,,2500.0,,0,1,0,0,0,1,43,625.0
flat,tarc maceo,sector 91,1.8,2320.0,7759.0,Carpet area: 2320 (215.54 sq.m.),3,3,3+,0.0,North,Relatively New,,,2320.0,0,0,0,1,0,0,45,773.3333333333334
flat,sobha city,sector 108,3.35,2525.0,13267.0,Super Built up area 2072.9(192.58 sq.m.),3,4,2,19.0,,New Property,2072.9,,,0,0,0,0,0,2,102,841.6666666666666
flat,dlf regal gardens,sector 90,1.21,1747.0,6926.0,Super Built up area 1747(162.3 sq.m.),3,3,3+,29.0,West,Relatively New,1747.0,,,0,0,0,0,1,2,95,582.3333333333334
house,vipul world,sector 48,3.35,6000.0,5583.0,Built Up area: 6000 (557.42 sq.m.),6,5,3+,3.0,South,Undefined,,6000.0,,0,0,0,0,0,2,53,1000.0
flat,ireo the grand arch,sector 58,2.2,1632.0,13480.0,Super Built up area 1632(151.62 sq.m.)Built Up area: 1432 sq.ft. (133.04 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),2,2,1,5.0,North-East,Relatively New,1632.0,1432.0,1232.0,1,0,0,0,0,1,94,816.0
flat,pgr shree kripaluji apartment,sector 52,1.4,2300.0,6087.0,Carpet area: 2300 (213.68 sq.m.),3,3,3+,8.0,North-East,Relatively New,,,2300.0,0,0,0,0,0,1,80,766.6666666666666
flat,m3m skywalk,sector 74,1.54,1400.0,11000.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3+,22.0,South,Relatively New,1400.0,1200.0,1100.0,0,0,0,0,1,2,137,700.0
flat,smart world one,dwarka expressway,1.65,2781.0,5933.0,Carpet area: 2785 (258.73 sq.m.),3,4,3,6.0,,Under Construction,,,2785.0,0,0,0,0,0,2,0,927.0
flat,g l s arawali homes,sohna road,0.26,576.0,4514.0,Super Built up area 576(53.51 sq.m.),2,2,2,1.0,,Moderately Old,576.0,,,0,0,0,0,0,2,0,288.0
flat,ireo uptown,sector 66,1.85,1472.0,12568.0,Super Built up area 1472(136.75 sq.m.)Built Up area: 1470 sq.ft. (136.57 sq.m.)Carpet area: 1251 sq.ft. (116.22 sq.m.),2,3,3,16.0,South-East,Relatively New,1472.0,1470.0,1251.0,0,1,0,0,1,1,79,736.0
house,not applicable,sector 4,0.65,500.0,13000.0,Plot area 500(46.45 sq.m.),2,1,1,3.0,East,Moderately Old,,500.0,,0,0,0,0,0,2,7,250.0
flat,greenopolis,sector 89,1.3,1910.0,6806.0,Carpet area: 1910 (177.44 sq.m.),3,3,3+,1.0,South-West,New Property,,,1910.0,0,1,0,0,0,2,35,636.6666666666666
flat,signature global park,sohna road,0.67,1210.0,5537.0,Super Built up area 1210(112.41 sq.m.),2,2,3,4.0,North-East,Relatively New,1210.0,,,0,0,0,1,0,2,127,605.0
flat,dlf regal gardens,sector 90,1.19,2162.0,5504.0,Super Built up area 1726(160.35 sq.m.),3,3,2,11.0,South-East,Relatively New,1726.0,,,0,0,0,0,1,2,88,720.6666666666666
flat,chintamani,sector 103,1.57,1845.0,8509.0,Built Up area: 1845 (171.41 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,1.0,North-East,Undefined,,1845.0,1350.0,0,0,0,0,0,2,0,615.0
house,independent,sector 49,4.45,2880.0,15451.0,Plot area 320(267.56 sq.m.),6,6,3,3.0,North,Moderately Old,,2880.0,,1,1,1,1,0,0,152,480.0
house,emaar mgf marbella,sector 66,9.0,4235.0,21251.0,Plot area 5605(520.72 sq.m.)Built Up area: 5200 sq.ft. (483.1 sq.m.)Carpet area: 4235 sq.ft. (393.44 sq.m.),4,4,3+,,South-West,Relatively New,,5200.0,4235.0,0,1,1,1,0,1,114,1058.75
flat,pareena coban residences,sector 99a,1.16,1997.0,5809.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1420 sq.ft. (131.92 sq.m.),3,3,3,3.0,North-East,Relatively New,1997.0,1790.0,1420.0,0,1,0,0,1,2,49,665.6666666666666
flat,signature global orchard avenue,sector 93,0.85,597.0,14238.0,Built Up area: 597 (55.46 sq.m.),2,2,0,10.0,,Undefined,,597.0,,0,0,0,0,0,2,0,298.5
flat,ild greens,sector 37c,1.0,2315.0,4320.0,Super Built up area 1875(174.19 sq.m.),3,3,3+,5.0,North,Under Construction,1875.0,,,0,0,0,0,0,2,51,771.6666666666666
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,915.0,11475.0,Carpet area: 915 (85.01 sq.m.),2,2,2,0.0,,Undefined,,,915.0,0,0,0,0,0,2,49,457.5
flat,central park flower valley,sector 33,1.4,650.0,21538.0,Super Built up area 650(60.39 sq.m.),3,3,3,2.0,,Under Construction,650.0,,,0,0,0,0,0,2,54,216.66666666666666
flat,puri diplomatic greens,sector 111,3.45,2950.0,11695.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,9.0,North-East,Relatively New,2950.0,,,0,1,0,0,0,2,68,737.5
house,independent,sector 43,2.5,8667.0,2885.0,Plot area 107(89.47 sq.m.),7,7,3,4.0,West,Relatively New,,963.0,,0,0,0,0,1,0,20,1238.142857142857
flat,godrej habitat,sector 3,1.25,1444.0,8657.0,Super Built up area 1444(134.15 sq.m.)Carpet area: 913 sq.ft. (84.82 sq.m.),2,2,3,14.0,,Undefined,1444.0,,913.0,0,0,0,0,0,2,36,722.0
flat,m3m woodshire,sector 107,1.4,2361.0,5930.0,Super Built up area 2361(219.34 sq.m.),3,4,0,1.0,East,New Property,2361.0,,,0,0,0,0,0,2,67,787.0
flat,experion heartsong,dwarka expressway,1.08,1756.0,6150.0,Built Up area: 1758 (163.32 sq.m.),3,3,0,,,Under Construction,,1758.0,,0,0,0,0,0,2,0,585.3333333333334
house,sai kripa floors 5,sector 11,0.9,800.0,11250.0,Plot area 800(74.32 sq.m.),2,5,3,3.0,not available,Relatively New,,800.0,,0,0,0,0,0,2,0,400.0
house,ansal sushant lok plots,sector 43,5.8,1935.0,29974.0,Plot area 215(179.77 sq.m.),6,6,3,2.0,South-West,Relatively New,,1935.0,,0,1,0,0,1,1,49,322.5
flat,dlf new town heights,sector 86,1.25,1930.0,6477.0,Super Built up area 1930(179.3 sq.m.),3,4,3+,2.0,South-West,Relatively New,1930.0,,,0,1,0,1,0,2,65,643.3333333333334
flat,pareena coban residences,sector 99a,1.6,2000.0,8000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,6.0,,Under Construction,2000.0,,,0,0,0,0,0,2,0,666.6666666666666
house,independent,sector 12,1.4,1609.0,8701.0,Plot area 166(138.8 sq.m.),2,2,1,2.0,North-East,Old Property,,166.0,,0,0,0,0,0,2,0,804.5
flat,dlf the ultima,sector 81,3.46,2872.0,12047.0,Super Built up area 2872(266.82 sq.m.),4,4,3+,10.0,East,New Property,2872.0,,,0,1,0,0,0,0,161,718.0
flat,ats triumph,sector 104,2.0,2290.0,8734.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,4.0,,Relatively New,2290.0,,,0,1,0,0,0,2,60,763.3333333333334
flat,signature global solera,sector 107,0.28,498.0,5622.0,Carpet area: 489 (45.43 sq.m.),2,2,2,14.0,North-West,Relatively New,,,489.0,0,0,0,0,0,2,38,249.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.96,915.0,10492.0,Super Built up area 915(85.01 sq.m.),2,2,2,10.0,East,Relatively New,915.0,,,0,0,0,0,0,2,132,457.5
flat,emaar palm heights,sector 77,2.1,2025.0,10370.0,Super Built up area 2025(188.13 sq.m.),3,3,3,17.0,,New Property,2025.0,,,1,1,0,0,0,2,8,675.0
house,ansal api esencia,sector 67,5.46,2259.0,24170.0,Plot area 251(209.87 sq.m.),4,5,3+,2.0,East,Relatively New,,2259.0,,1,0,1,1,0,1,103,564.75
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,956.0,4707.0,Carpet area: 850 (78.97 sq.m.),2,2,1,0.0,East,Relatively New,,,850.0,0,0,0,0,0,2,46,478.0
flat,supertech araville,sector 79,1.35,1945.0,6941.0,Carpet area: 1945 (180.7 sq.m.),3,3,3,4.0,,Relatively New,,,1945.0,0,0,0,0,0,2,0,648.3333333333334
flat,shree vardhman flora,sector 90,1.3,2475.0,5253.0,Super Built up area 2475(229.94 sq.m.)Carpet area: 1825 sq.ft. (169.55 sq.m.),4,5,2,9.0,North-East,Relatively New,2475.0,,1825.0,1,1,0,0,0,2,110,618.75
flat,ramprastha skyz,sector 37d,1.0,2023.0,4943.0,Super Built up area 2025(188.13 sq.m.),3,5,3,11.0,,Under Construction,2025.0,,,0,1,0,0,1,2,8,674.3333333333334
flat,ild grand,sector 37c,1.35,1890.0,7143.0,Built Up area: 1820 (169.08 sq.m.),3,3,0,1.0,,New Property,,1820.0,,0,0,0,0,0,2,60,630.0
flat,emaar gurgaon greens,sector 102,1.4,1650.0,8485.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,9.0,South-West,Relatively New,1650.0,,1200.0,0,1,0,0,0,2,49,550.0
flat,pareena laxmi apartments,sector 99a,0.3,553.0,5425.0,Super Built up area 553(51.38 sq.m.)Carpet area: 470 sq.ft. (43.66 sq.m.),2,1,2,5.0,North,New Property,553.0,,470.0,0,0,0,0,0,2,66,276.5
flat,ss the leaf,sector 85,1.65,2408.0,6852.0,Super Built up area 2408(223.71 sq.m.),3,4,3,9.0,,New Property,2408.0,,,0,0,0,1,0,2,21,802.6666666666666
flat,eldeco accolade,sohna road,0.73,1264.0,5775.0,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,3,5.0,West,Relatively New,1264.0,,730.0,0,0,0,1,0,2,33,632.0
flat,smart world gems,sector 89,1.1,1103.0,9973.0,Built Up area: 1103 (102.47 sq.m.),3,1,0,0.0,,Undefined,,1103.0,,0,0,0,0,0,2,45,367.6666666666667
house,dlf city plots phase 2,sector 25,6.5,1800.0,36111.0,Plot area 200(167.23 sq.m.),5,5,3+,3.0,East,Old Property,,1800.0,,1,1,1,1,0,1,134,360.0
house,independent,sector 57,4.7,2160.0,21759.0,Plot area 240(200.67 sq.m.),3,3,2,2.0,North,Old Property,,2160.0,,0,1,0,0,1,2,43,720.0
flat,signature global grand iva,sector 103,0.23,352.0,6534.0,Carpet area: 360 (33.45 sq.m.),1,1,1,4.0,North-East,Relatively New,,,360.0,0,0,0,0,0,2,23,352.0
flat,malibu towne,sector 47,2.4,2400.0,10000.0,Carpet area: 2400 (222.97 sq.m.),3,3,0,0.0,West,Moderately Old,,,2400.0,0,0,0,0,0,1,22,800.0
house,independent,sector 43,8.5,2700.0,31481.0,Plot area 300(250.84 sq.m.),5,5,3,3.0,West,Moderately Old,,2700.0,,0,1,0,0,0,1,113,540.0
flat,smart world orchard,sector 61,2.41,1630.0,14785.0,Built Up area: 1630 (151.43 sq.m.)Carpet area: 1625 sq.ft. (150.97 sq.m.),3,3,3,2.0,East,New Property,,1630.0,1625.0,0,0,0,0,0,2,61,543.3333333333334
house,independent,sector 13,9.0,8100.0,11111.0,Plot area 900(83.61 sq.m.),10,5,3+,4.0,not available,Old Property,,900.0,,0,0,0,0,0,2,0,810.0
house,suncity avenue 76,sector 76,0.75,745.0,10067.0,Plot area 745(69.21 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.),2,2,2,11.0,North-East,New Property,,745.0,,0,0,0,0,0,2,40,372.5
flat,bestech park view spa next,sector 67,2.72,2350.0,11574.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2001 sq.ft. (185.9 sq.m.),4,4,3+,0.0,South-West,Relatively New,2350.0,2250.0,2001.0,0,1,0,1,0,1,128,587.5
flat,emaar mgf emerald floors premier,sector 65,2.8,1975.0,14177.0,Carpet area: 1975 (183.48 sq.m.),4,4,3,2.0,South,Relatively New,,,1975.0,1,1,0,0,0,1,108,493.75
flat,m3m sierra 68,sector 68,1.08,1245.0,8675.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2,2,3,1.0,West,Relatively New,1245.0,1130.0,930.0,0,0,0,0,0,1,149,622.5
flat,ireo the corridors,sector 67a,1.85,1941.0,9531.0,Built Up area: 1941 (180.32 sq.m.),3,4,3,4.0,East,New Property,,1941.0,,1,0,1,0,0,1,150,647.0
flat,imperia the esfera,sector 37c,0.85,1578.0,5387.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,9.0,South-East,Relatively New,1578.0,,1310.0,1,0,0,0,0,2,49,789.0
flat,m3m woodshire,sector 107,1.15,1534.0,7497.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2,2,3,0.0,North-East,Relatively New,1534.0,,1056.0,1,0,0,0,0,2,29,767.0
flat,godrej frontier,sector 80,1.4,2262.0,6189.0,Super Built up area 2262(210.15 sq.m.)Built Up area: 1922 sq.ft. (178.56 sq.m.)Carpet area: 1634 sq.ft. (151.8 sq.m.),3,4,2,6.0,South,Moderately Old,2262.0,1922.0,1634.0,0,1,0,1,0,2,111,754.0
flat,bptp freedom park life,sector 57,5.5,6123.0,8983.0,Built Up area: 5010 (465.44 sq.m.),5,6,3+,19.0,East,Moderately Old,,5010.0,,0,1,0,1,0,1,153,1224.6
